Topic,Count,Name,Representation,Representative_Docs,sent_score
52,64,52_restar_aspone_somente_pipperno,"['restar', 'aspone', 'somente', 'pipperno', 'dirceu', 'vão', 'zé', 'reste', 'pressionar', 'isonomia']","['RT : Vão restar somente Amanda Klein, Pipperno e o aspone do Zé Dirceu.', 'RT : Vão restar somente Amanda Klein, Pipperno e o aspone do Zé Dirceu.', 'RT : Vão restar somente Amanda Klein, Pipperno e o aspone do Zé Dirceu.']",0.7301583639346063
53,64,53_perdeu_sério_voto_já,"['perdeu', 'sério', 'voto', 'já', 'marido', 'mais', 'um', 'do', 'bolsonaro', 'kkkkkkkkkk']","['RT : sério que o bolsonaro já perdeu mais um voto, do marido da amanda klein?', 'RT : sério que o bolsonaro já perdeu mais um voto, do marido da amanda klein?', 'RT : sério que o bolsonaro já perdeu mais um voto, do marido da amanda klein?']",0.7986134001985192
54,64,54_caixa_destrói_estará_aplicativo,"['caixa', 'destrói', 'estará', 'aplicativo', 'suja', 'atropelar', 'narrativa', '30', 'panflix', 'amada']","['RT : 7:30 o Presidente estará ao vivo na jovem pan sp e no aplicativo panflix... Vai atropelar a Amanda Klein !!!', 'RT : 7:30 o Presidente estará ao vivo na jovem pan sp e no aplicativo panflix... Vai atropelar a Amanda Klein !!!', 'RT : 7:30 o Presidente estará ao vivo na jovem pan sp e no aplicativo panflix... Vai atropelar a Amanda Klein !!!']",0.7305938545614481
55,63,55_negócios_detona_sr_melhor,"['negócios', 'detona', 'sr', 'melhor', 'sua', 'pode', 'explicar', 'família', 'os', 'bolsonaro']","['RT : BOLSONARO DETONA AMANDA KLEIN AO VIVO AMANDA: O Sr. pode explicar melhor os negócios da sua família. BOLSONARO:Amanda,…', 'RT : BOLSONARO DETONA AMANDA KLEIN AO VIVO AMANDA: O Sr. pode explicar melhor os negócios da sua família. BOLSONARO:Amanda,…', 'RT : BOLSONARO DETONA AMANDA KLEIN AO VIVO AMANDA: O Sr. pode explicar melhor os negócios da sua família. BOLSONARO:Amanda,…']",0.46984337861575776
56,63,56_asfaltou_tarcísio_sabatina_na,"['asfaltou', 'tarcísio', 'sabatina', 'na', 'tratorcísio', 'vrummmmm', 'estrada', 'asfalto', 'rt', 'klein']","['RT : Tarcísio asfaltou Amanda Klein na sabatina. 👍🇧🇷😎', 'RT : Tarcísio asfaltou Amanda Klein na sabatina. 👍🇧🇷😎', 'RT : Tarcísio asfaltou Amanda Klein na sabatina. 👍🇧🇷😎']",0.5172015220399887
57,63,57_embrulham_causam_rodrigues_randolfe,"['embrulham', 'causam', 'rodrigues', 'randolfe', 'neto', 'estômago', 'felipe', 'náuseas', 'fábio', 'meu']","['RT : Vozes que me causam náuseas e embrulham o meu estômago: - Felipe Neto - Lula - Fábio Piperno - Randolfe Rodrigues - Amanda K…', 'RT : Vozes que me causam náuseas e embrulham o meu estômago: - Felipe Neto - Lula - Fábio Piperno - Randolfe Rodrigues - Amanda K…', 'RT : Vozes que me causam náuseas e embrulham o meu estômago: - Felipe Neto - Lula - Fábio Piperno - Randolfe Rodrigues - Amanda K…']",0.40284207463264465
58,63,58_fez_atenção_oposição_público,"['fez', 'atenção', 'oposição', 'público', 'debate', 'pergunta', 'presidente', 'no', 'não', 'para']","['RT : Atenção: Amanda Klein fez a pergunta que a oposição não fez no debate e para o público da Jovem Pan. O presidente não g…', 'RT : Atenção: Amanda Klein fez a pergunta que a oposição não fez no debate e para o público da Jovem Pan. O presidente não g…', 'RT : Atenção: Amanda Klein fez a pergunta que a oposição não fez no debate e para o público da Jovem Pan. O presidente não g…']",0.7489371299743652
59,62,59_embrulham_causam_rodrigues_randolfe,"['embrulham', 'causam', 'rodrigues', 'randolfe', 'neto', 'estômago', 'felipe', 'náuseas', 'fábio', 'meu']","['RT : Vozes que me causam náuseas e embrulham o meu estômago: - Felipe Neto - Lula - Fábio Piperno - Randolfe Rodrigues - Amanda K…', 'RT : Vozes que me causam náuseas e embrulham o meu estômago: - Felipe Neto - Lula - Fábio Piperno - Randolfe Rodrigues - Amanda K…', 'RT : Vozes que me causam náuseas e embrulham o meu estômago: - Felipe Neto - Lula - Fábio Piperno - Randolfe Rodrigues - Amanda K…']",0.40288610708328987
60,62,60_colocando_devido_lugar_nunes,"['colocando', 'devido', 'lugar', 'nunes', 'augusto', 'seu', 'no', 'rt', 'klein', 'amanda']","['RT : Augusto Nunes colocando a Amanda Klein no seu devido lugar.', 'RT : Augusto Nunes colocando a Amanda Klein no seu devido lugar.', 'RT : Augusto Nunes colocando a Amanda Klein no seu devido lugar.']",0.5699176788330078
61,62,61_superior_bonita_querer_cores,"['superior', 'bonita', 'querer', 'cores', 'preço', 'passando', 'logo', 'ver', 'tem', 'vergonha']","['RT : Ver a Amanda Klein passando vergonha ao vivo e a cores logo de manhã, não tem preço. A ""bonita"" foi querer ser superior de…', 'RT : Ver a Amanda Klein passando vergonha ao vivo e a cores logo de manhã, não tem preço. A ""bonita"" foi querer ser superior de…', 'RT : Ver a Amanda Klein passando vergonha ao vivo e a cores logo de manhã, não tem preço. A ""bonita"" foi querer ser superior de…']",0.5566566586494446
62,62,62_superior_bonita_querer_cores,"['superior', 'bonita', 'querer', 'cores', 'preço', 'passando', 'logo', 'ver', 'tem', 'vergonha']","['RT : Ver a Amanda Klein passando vergonha ao vivo e a cores logo de manhã, não tem preço. A ""bonita"" foi querer ser superior de…', 'RT : Ver a Amanda Klein passando vergonha ao vivo e a cores logo de manhã, não tem preço. A ""bonita"" foi querer ser superior de…', 'RT : Ver a Amanda Klein passando vergonha ao vivo e a cores logo de manhã, não tem preço. A ""bonita"" foi querer ser superior de…']",0.5566566586494446
63,62,63_agradecimento_especial_estadão_cnn,"['agradecimento', 'especial', 'estadão', 'cnn', 'aos', 'uol', 'folha', 'globo', 'mônica', 'bergamo']","['RT : Um agradecimento aos jornalistas da Globo, Folha, Estadão, UOL, CNN e em especial a Vera Magalhães, Mônica Bergamo, A…', 'RT : Um agradecimento aos jornalistas da Globo, Folha, Estadão, UOL, CNN e em especial a Vera Magalhães, Mônica Bergamo, A…', 'RT : Um agradecimento aos jornalistas da Globo, Folha, Estadão, UOL, CNN e em especial a Vera Magalhães, Mônica Bergamo, A…']",0.7388883829116821
64,62,64_superior_bonita_querer_cores,"['superior', 'bonita', 'querer', 'cores', 'preço', 'passando', 'logo', 'ver', 'tem', 'vergonha']","['RT : Ver a Amanda Klein passando vergonha ao vivo e a cores logo de manhã, não tem preço. A ""bonita"" foi querer ser superior de…', 'RT : Ver a Amanda Klein passando vergonha ao vivo e a cores logo de manhã, não tem preço. A ""bonita"" foi querer ser superior de…', 'RT : Ver a Amanda Klein passando vergonha ao vivo e a cores logo de manhã, não tem preço. A ""bonita"" foi querer ser superior de…']",0.5566566586494446
65,62,65_embrulham_causam_rodrigues_randolfe,"['embrulham', 'causam', 'rodrigues', 'randolfe', 'neto', 'estômago', 'felipe', 'náuseas', 'fábio', 'meu']","['RT : Vozes que me causam náuseas e embrulham o meu estômago: - Felipe Neto - Lula - Fábio Piperno - Randolfe Rodrigues - Amanda K…', 'RT : Vozes que me causam náuseas e embrulham o meu estômago: - Felipe Neto - Lula - Fábio Piperno - Randolfe Rodrigues - Amanda K…', 'RT : Vozes que me causam náuseas e embrulham o meu estômago: - Felipe Neto - Lula - Fábio Piperno - Randolfe Rodrigues - Amanda K…']",0.40284207463264465
66,62,66_fez_atenção_oposição_público,"['fez', 'atenção', 'oposição', 'público', 'debate', 'pergunta', 'presidente', 'no', 'não', 'twitter']","['RT : Atenção: Amanda Klein fez a pergunta que a oposição não fez no debate e para o público da Jovem Pan. O presidente não g…', 'RT : Atenção: Amanda Klein fez a pergunta que a oposição não fez no debate e para o público da Jovem Pan. O presidente não g…', 'RT : Atenção: Amanda Klein fez a pergunta que a oposição não fez no debate e para o público da Jovem Pan. O presidente não g…']",0.7479674172016882
67,61,67_usur_assumido_explica_comunista,"['usur', 'assumido', 'explica', 'comunista', 'porque', 'cansa', 'passar', 'rebelo', 'aldo', 'vergonha']","['RT : A Amanda klein não cansa de passar vergonha! Aldo Rebelo, comunista assumido, explica para a Amanda porque Bolsonaro não “usur…', 'RT : A Amanda klein não cansa de passar vergonha! Aldo Rebelo, comunista assumido, explica para a Amanda porque Bolsonaro não “usur…', 'RT : A Amanda klein não cansa de passar vergonha! Aldo Rebelo, comunista assumido, explica para a Amanda porque Bolsonaro não “usur…']",0.8355886936187744
68,61,68_ninja_kasparov_garry_xadrez,"['ninja', 'kasparov', 'garry', 'xadrez', 'negro', 'verbal', 'sou', 'eu', 'mas', 'no']","['RT : Amanda klein é NINJA no Xadrez verbal mas eu sou o Garry Kasparov NEGRO', 'RT : Amanda klein é NINJA no Xadrez verbal mas eu sou o Garry Kasparov NEGRO', 'RT : Amanda klein é NINJA no Xadrez verbal mas eu sou o Garry Kasparov NEGRO']",0.5958733558654785
69,61,69_restar_aspone_pipperno_somente,"['restar', 'aspone', 'pipperno', 'somente', 'dirceu', 'vão', 'zé', 'do', 'rt', 'klein']","['RT : Vão restar somente Amanda Klein, Pipperno e o aspone do Zé Dirceu.', 'RT : Vão restar somente Amanda Klein, Pipperno e o aspone do Zé Dirceu.', 'RT : Vão restar somente Amanda Klein, Pipperno e o aspone do Zé Dirceu.']",0.7360932230949402
70,61,70_confrontado_incômoda_basta_chiliquento,"['confrontado', 'incômoda', 'basta', 'chiliquento', 'vítima', 'hoje', 'uma', 'mais', 'presidente', 'pergunta']","['RT : Amanda Klein foi mais uma vítima hoje do presidente chiliquento. Basta ser confrontado com uma pergunta incômoda, que…', 'RT : Amanda Klein foi mais uma vítima hoje do presidente chiliquento. Basta ser confrontado com uma pergunta incômoda, que…', 'RT : Amanda Klein foi mais uma vítima hoje do presidente chiliquento. Basta ser confrontado com uma pergunta incômoda, que…']",0.8810503971381266
71,61,71_fez_atenção_oposição_público,"['fez', 'atenção', 'oposição', 'público', 'debate', 'pergunta', 'presidente', 'no', 'não', 'para']","['RT : Atenção: Amanda Klein fez a pergunta que a oposição não fez no debate e para o público da Jovem Pan. O presidente não g…', 'RT : Atenção: Amanda Klein fez a pergunta que a oposição não fez no debate e para o público da Jovem Pan. O presidente não g…', 'RT : Atenção: Amanda Klein fez a pergunta que a oposição não fez no debate e para o público da Jovem Pan. O presidente não g…']",0.7489371299743652
72,60,72_fez_atenção_oposição_público,"['fez', 'atenção', 'oposição', 'público', 'debate', 'pergunta', 'presidente', 'no', 'não', 'para']","['RT : Atenção: Amanda Klein fez a pergunta que a oposição não fez no debate e para o público da Jovem Pan. O presidente não g…', 'RT : Atenção: Amanda Klein fez a pergunta que a oposição não fez no debate e para o público da Jovem Pan. O presidente não g…', 'RT : Atenção: Amanda Klein fez a pergunta que a oposição não fez no debate e para o público da Jovem Pan. O presidente não g…']",0.7489371299743652
73,60,73_tarcíso_técnicos_paulo_show,"['tarcíso', 'técnicos', 'paulo', 'show', 'palmeiras', 'senhor', 'tarcísio', 'palme', 'sabatina', 'são']","['RT : TARCÍSO DA SHOW NA SABATINA DA JOVEM PAN AMANDA KLEIN: Mas o senhor não é de São Paulo... TARCÍSIO:Os técnicos do Palmeiras e…', 'RT : TARCÍSO DA SHOW NA SABATINA DA JOVEM PAN AMANDA KLEIN: Mas o senhor não é de São Paulo... TARCÍSIO:Os técnicos do Palmeiras e…', 'RT : TARCÍSO DA SHOW NA SABATINA DA JOVEM PAN AMANDA KLEIN: Mas o senhor não é de São Paulo... TARCÍSIO:Os técnicos do Palmeiras e…']",0.840001380443573
74,60,74_notícia_compradas_parem_casas,"['notícia', 'compradas', 'parem', 'casas', '51', 'responde', 'marido', 'sobre', 'presidente', 'com']","['RT : A notícia não é o marido da Amanda Klein (parem!) A notícia é o presidente que não responde sobre 51 casas compradas com…', 'RT : A notícia não é o marido da Amanda Klein (parem!) A notícia é o presidente que não responde sobre 51 casas compradas com…', 'RT : A notícia não é o marido da Amanda Klein (parem!) A notícia é o presidente que não responde sobre 51 casas compradas com…']",0.5319727063179016
75,60,75_superior_bonita_querer_cores,"['superior', 'bonita', 'querer', 'cores', 'preço', 'passando', 'logo', 'ver', 'tem', 'vergonha']","['RT : Ver a Amanda Klein passando vergonha ao vivo e a cores logo de manhã, não tem preço. A ""bonita"" foi querer ser superior de…', 'RT : Ver a Amanda Klein passando vergonha ao vivo e a cores logo de manhã, não tem preço. A ""bonita"" foi querer ser superior de…', 'RT : Ver a Amanda Klein passando vergonha ao vivo e a cores logo de manhã, não tem preço. A ""bonita"" foi querer ser superior de…']",0.5566566586494446
76,60,76_superior_bonita_querer_cores,"['superior', 'bonita', 'querer', 'cores', 'preço', 'passando', 'logo', 'ver', 'tem', 'vergonha']","['RT : Ver a Amanda Klein passando vergonha ao vivo e a cores logo de manhã, não tem preço. A ""bonita"" foi querer ser superior de…', 'RT : Ver a Amanda Klein passando vergonha ao vivo e a cores logo de manhã, não tem preço. A ""bonita"" foi querer ser superior de…', 'RT : Ver a Amanda Klein passando vergonha ao vivo e a cores logo de manhã, não tem preço. A ""bonita"" foi querer ser superior de…']",0.5566566586494446
77,60,77_ninja_kasparov_garry_xadrez,"['ninja', 'kasparov', 'garry', 'xadrez', 'negro', 'verbal', 'sou', 'eu', 'mas', 'no']","['RT : Amanda klein é NINJA no Xadrez verbal mas eu sou o Garry Kasparov NEGRO', 'RT : Amanda klein é NINJA no Xadrez verbal mas eu sou o Garry Kasparov NEGRO', 'RT : Amanda klein é NINJA no Xadrez verbal mas eu sou o Garry Kasparov NEGRO']",0.5958733558654785
78,60,78_superior_bonita_querer_cores,"['superior', 'bonita', 'querer', 'cores', 'preço', 'passando', 'logo', 'ver', 'tem', 'vergonha']","['RT : Ver a Amanda Klein passando vergonha ao vivo e a cores logo de manhã, não tem preço. A ""bonita"" foi querer ser superior de…', 'RT : Ver a Amanda Klein passando vergonha ao vivo e a cores logo de manhã, não tem preço. A ""bonita"" foi querer ser superior de…', 'RT : Ver a Amanda Klein passando vergonha ao vivo e a cores logo de manhã, não tem preço. A ""bonita"" foi querer ser superior de…']",0.5566566586494446
79,60,79_rachadinha_compra_após_imóveis,"['rachadinha', 'compra', 'após', 'imóveis', 'ataca', 'sobre', 'perguntado', 'jornalista', 'dinheiro', 'pergunta']","['RT : Bolsonaro ataca jornalista Amanda Klein após pergunta sobre rachadinha e compra de imóveis com dinheiro vivo', 'RT : Bolsonaro ataca jornalista Amanda Klein após pergunta sobre rachadinha e compra de imóveis com dinheiro vivo', 'RT : Bolsonaro ataca jornalista Amanda Klein após pergunta sobre rachadinha e compra de imóveis com dinheiro vivo']",0.6143533021211625
80,60,80_negócios_detona_sr_melhor,"['negócios', 'detona', 'sr', 'melhor', 'sua', 'pode', 'explicar', 'família', 'os', 'bolsonaro']","['RT : BOLSONARO DETONA AMANDA KLEIN AO VIVO AMANDA: O Sr. pode explicar melhor os negócios da sua família. BOLSONARO:Amanda,…', 'RT : BOLSONARO DETONA AMANDA KLEIN AO VIVO AMANDA: O Sr. pode explicar melhor os negócios da sua família. BOLSONARO:Amanda,…', 'RT : BOLSONARO DETONA AMANDA KLEIN AO VIVO AMANDA: O Sr. pode explicar melhor os negócios da sua família. BOLSONARO:Amanda,…']",0.4694810211658478
81,60,81_calando_martinez_sh_retirada,"['calando', 'martinez', 'sh', 'retirada', 'paralelo', 'morning', 'xandão', 'exemplo', 'zoe', 'tse']","['RT : Xandão e TSE calando o Brasil Paralelo e a Jovem Pan. Um exemplo é a retirada de Zoe Martinez da bancada do Morning sh…', 'RT : Xandão e TSE calando o Brasil Paralelo e a Jovem Pan. Um exemplo é a retirada de Zoe Martinez da bancada do Morning sh…', 'RT : Xandão e TSE calando o Brasil Paralelo e a Jovem Pan. Um exemplo é a retirada de Zoe Martinez da bancada do Morning sh…']",0.6401665925979614
82,60,82_miss_venezuela_galera_pânico,"['miss', 'venezuela', 'galera', 'pânico', 'chamou', 'dela', 'cara', 'na', 'do', 'de']","['RT : A galera do Pânico chamou a Amanda Klein de Miss Venezuela na cara dela.', 'RT : A galera do Pânico chamou a Amanda Klein de Miss Venezuela na cara dela.', 'RT : A galera do Pânico chamou a Amanda Klein de Miss Venezuela na cara dela.']",0.501421332359314
83,60,83_queria_destruindo_república_cortar,"['queria', 'destruindo', 'república', 'cortar', 'repete', 'entrevistar', 'querem', 'desvia', 'repúblic', 'repudia']","['RT : 🔸A Abraji repudia a atitude do presidente da República durante entrevista a Amanda Klein, da Jovem Pan, em que desvia o foco da…', '""🔸A Abraji repudia a atitude do presidente da República durante entrevista a Amanda Klein, da Jovem Pan, em que desvia o foco da pergunta para a vida pessoal da jornalista 📸: Reprodução/Youtube""', '""🔸A Abraji repudia a atitude do presidente da República durante entrevista a Amanda Klein, da Jovem Pan, em que desvia o foco da pergunta para a vida pessoal da jornalista 📸: Reprodução/Youtube""']",0.7368500063816706
84,59,84_kkkkkkk_kkkkk_kkkkkk_kkkkkkkkkkkkk,"['kkkkkkk', 'kkkkk', 'kkkkkk', 'kkkkkkkkkkkkk', 'enterrada', 'pontual', 'vtnc', 'mudando', 'chegou', 'kkk']","['RT : A Amanda Klein falando que essa mudança foi pontual pq o Xandão ta mudando a equipe desde que chegou kkkkkkkkkkkkk VTNC', 'RT : A Amanda Klein falando que essa mudança foi pontual pq o Xandão ta mudando a equipe desde que chegou kkkkkkkkkkkkk VTNC', 'RT : A Amanda Klein falando que essa mudança foi pontual pq o Xandão ta mudando a equipe desde que chegou kkkkkkkkkkkkk VTNC']",0.6205068084142976
